,Solute,Solvent,SoluteSMILES,SolventSMILES,DeltaGsolv
2914,hydrobromicacid,water,C(C(C(=O)O)O)N,O,-63.2
2915,"2,2,2-trifluoroethanol",water,C(C(F)(F)F)O,O,-68
2916,"1,1,1,3,3,3-hexafluoropropan-2-ol",water,C(C(F)(F)F)(C(F)(F)F)O,O,-61.6
2917,acetylene,water,C#C,O,-76.5
2918,acetonitrile,water,CC#N,O,-66.6
2919,cyanamide,water,C(#N)N,O,-72.2
2920,aniline,water,C1=CC=C(C=C1)N,O,-62.9
2921,diphenylamine,water,C1=CC=C(C=C1)NC2=CC=CC=C2,O,-54.6
2923,formicacid,water,COC1=CC=CC(=C1)C2=CC=C(C=C2)N,O,-76.2
2925,propanoicacid,water,CC(=O)CC(=O)NC1=CC(=C(C=C1OC)OC)Cl,O,-76.2
2926,hexanoicacid,water,C1=CC=C(C=C1)C[Si](Cl)(Cl)Cl,O,-74.6
2927,acrylicacid,water,CC1=CC(=C(C=C1)OC)CCN,O,-74
2928,pyruvicacid,water,CC(=O)C(=O)O,O,-68.5
2930,methanol,water,CO,O,-95
2931,ethanol,water,CCO,O,-90.7
2932,1-propanol,water,CCCO,O,-88.3
2933,isopropanol,water,CC(C)O,O,-86.3
2934,2-butanol,water,CCC(C)O,O,-84.2
2935,t-butanol,water,CC(C)(C)O,O,-82.3
2937,benzylalcohol,water,C1=CC=C(C=C1)CO,O,-85.1
2938,2-methoxyethanol,water,COCCO,O,-89.4
2939,phenol,water,C1=CC=C(C=C1)O,O,-71.9
2940,2-methylphenol,water,CC1=CC=CC=C1O,O,-70.2
2941,3-methylphenol,water,CC1=CC(=CC=C1)O,O,-71.1
2942,4-methylphenol,water,CC1=CC=C(C=C1)O,O,-72
2943,"1,2-ethanediol",water,C(CO)O,O,-85.3
2944,3-hydroxyphenol,water,C1=CC(=CC(=C1)O)O,O,-73.8
2945,4-hydroxyphenol,water,C1=CC(=CC=C1O)O,O,-77.6
2948,acetaldehyde,water,CC=O,O,-76.5
2949,acetone,water,CC(=O)C,O,-76.2
2950,3-pentanone,water,CCC(=O)CC,O,-73.7
2951,water,water,O,O,-104.7
2952,hydrogenperoxide,water,OO,O,-97.3
2954,2-nitrophenol,water,C1=CC=C(C(=C1)[N+](=O)[O-])O,O,-60.1
2955,3-nitrophenol,water,C1=CC(=CC(=C1)O)[N+](=O)[O-],O,-61.9
2956,4-nitrophenol,water,C1=CC(=CC=C1[N+](=O)[O-])O,O,-57.8
2957,nitromethane,water,C[N+](=O)[O-],O,-76.5
2958,4-nitroaniline,water,C1=CC(=CC=C1N)[N+](=O)[O-],O,-57.4
2959,acetamide,water,CC(=O)N,O,-80.2
2960,methanethiol,water,CS,O,-73.8
2961,ethanethiol,water,CCS,O,-71.8
2962,1-propanethiol,water,CCCS,O,-70.5
2963,thiophenol,water,C1=CC=C(C=C1)S,O,-63.4
2965,dimethylsulfoxide,water,CS(=O)C,O,-67.7
2966,hydrofluoricacid,water,CC(C)OC1=C(C=C(C(=C1)NC(=O)C)Cl)Cl,O,-104.4
2968,hydrobromicacid,water,C(C(C(=O)O)O)N,O,-68.3
2969,chloroform,water,C(Cl)(Cl)Cl,O,-54.1
2970,trifluoroaceticacid,water,C(=O)(C(F)(F)F)O,O,-59.3
2972,dichloroaceticacid,water,B1(OC(C(O1)(C)C)(C)C)C2=C(C=CC(=C2)C(=O)OC)C,O,-62.3
2973,"2,2,2-trifluoroethanol",water,C(C(F)(F)F)O,O,-77.5
2974,"1,1,1,3,3,3-hexafluoropropan-2-ol",water,C(C(F)(F)F)(C(F)(F)F)O,O,-65.5
2975,2-chlorophenol,water,C1=CC=C(C(=C1)O)Cl,O,-66.1
2976,4-chlorophenol,water,C1=CC(=CC=C1O)Cl,O,-66
2977,ammonia,water,N,O,-74.6
2978,methanol,water,CO,O,-76.6
2979,ethanol,water,CCO,O,-73.6
2980,dimethylether,water,COC,O,-66.3
2981,diethylether,water,CCOCC,O,-62.2
2982,acetone,water,CC(=O)C,O,-66.3
2983,acetophenone,water,CC(=O)C1=CC=CC=C1,O,-55.7
2984,water,water,O,O,-87.8
2985,methylamine,water,CN,O,-76.4
2986,n-propylamine,water,CCCN,O,-71.5
2987,isopropylamine,water,CC(C)N,O,-69.6
2988,tert-butylamine,water,CC(C)(C)N,O,-67.3
2989,cyclohexanamine,water,C1CCC(CC1)N,O,-68.7
2990,allylamine,water,C=CCN,O,-72
2991,dimethylamine,water,CNC,O,-68.6
2992,diethylamine,water,CCNCC,O,-63.4
2993,di-n-propylamine,water,CCCNCCC,O,-60.5
2994,diallylamine,water,C=CCNCC=C,O,-61.6
2995,trimethylamine,water,CN(C)C,O,-61.1
2996,triethylamine,water,CCN(CC)CC,O,-54.6
2997,tri-n-propylamine,water,CCCN(CCC)CCC,O,-50.9
2998,aniline,water,C1=CC=C(C=C1)N,O,-72.4
2999,2-methylaniline,water,CC1=CC=CC=C1N,O,-70.3
3000,3-methylaniline,water,CC1=CC(=CC=C1)N,O,-69.6
3001,4-methylaniline,water,CC1=CC=C(C=C1)N,O,-69.8
3002,3-aminoaniline,water,C1=CC(=CC(=C1)N)N,O,-65.8
3003,N-methylaniline,water,CNC1=CC=CC=C1,O,-62.6
3004,N-ethylaniline,water,CCNC1=CC=CC=C1,O,-62.2
3005,"N,N-dimethylaniline",water,CN(C)C1=CC=CC=C1,O,-57.2
3007,"N,N-diethylaniline",water,CCN(CC)C1=CC=CC=C1,O,-54
3008,1-aminonaphthalene,water,C1=CC=C2C(=C1)C=CC=C2N,O,-67.4
3009,aziridine,water,C1CN1,O,-70.9
3010,azetidine,water,C1CNC1,O,-67.7
3011,pyrrolidine,water,C1CCNC1,O,-66
3012,piperidine,water,C1CCNCC1,O,-64.2
3013,azacycloheptane,water,C1CCCNCC1,O,-63.3
3014,pyrrole,water,C1=CNC=C1,O,-61.4
3015,pyridine,water,C1=CC=NC=C1,O,-61.1
3016,quinoline,water,C1=CC=C2C(=C1)C=CC=N2,O,-56
3017,piperazine,water,C1CNCCN1,O,-66
3018,acetonitrile,water,CC#N,O,-75.3
3019,ammonia,water,N,O,-85.2
3020,hydrazine,water,NN,O,-84.6
3021,methanol,water,CO,O,-93
3022,ethanol,water,CCO,O,-88.4
3023,dimethylether,water,COC,O,-79.7
3024,diethylether,water,CCOCC,O,-71.5
3025,acetone,water,CC(=O)C,O,-77.1
3026,acetophenone,water,CC(=O)C1=CC=CC=C1,O,-64.5
3027,water,water,O,O,-110.3
3028,4-methoxyaniline,water,COC1=CC=C(C=C1)N,O,-71.2
3029,4-nitroaniline,water,C1=CC(=CC=C1N)[N+](=O)[O-],O,-75.9
3030,morpholine,water,C1COCCN1,O,-69.6
3031,acetamide,water,CC(=O)N,O,-73.9
3032,benzamide,water,C1=CC=C(C=C1)C(=O)N,O,-67.2
3033,dimethylsulfide,water,CSC,O,-64.5
3034,dimethylsulfoxide,water,CS(=O)C,O,-67.7
3035,3-chloroaniline,water,C1=CC(=CC(=C1)Cl)N,O,-74.7
3036,4-chloroaniline,water,C1=CC(=CC=C1N)Cl,O,-74.1
